ID_VENTE;CD_PRODUIT;DT_VENTE;ID_CLIENT;QTE_VENTE;PRIX_ACHAT;PRIX_VENTE;;;;
MX-2015-JF1556518-42368;FUR-BO-5786;05/11/2022;JF-1556518;2,00;209.232;261.54;;;;
IN-2014-FW1439559-41836;OFF-AP-4966;04/08/2024;FW-1439559;4,00;182.688;228.36;;;;
US-2013-AM10360140-41356;OFF-PA-6307;07/09/2023;AM-103601404;6,00;11.2128;14.016;;;;
ID-2013-DL133307-41626;FUR-BO-4853;21/03/2022;DL-133307;5,00;100.464;125.58;;;;
ES-2015-MF1825045-42249;FUR-BO-5785;30/04/2021;MF-1825045;2,00;93.42;116.775;;;;
CA-2015-AM10360140-42153;FUR-BO-3652;07/04/2024;AM-103601406;1,00;39.4264;49.283;;;;
ES-2015-RA1991564-42245;FUR-BO-3635;15/10/2024;RA-1991564;4,00;74.1504;92.688;;;;
ID-2012-RF1934527-41062;FUR-BO-5941;13/04/2024;RF-1934527;4,00;72.192;90.24;;;;
CA-2015-AM10360140-42341;OFF-AP-4242;19/03/2021;AM-103601404;9,00;16.9536;21.192;;;;
GH-2015-TT1107049-42332;TEC-AC-4186;03/10/2022;TT-1107049;10,00;54.6432;68.304;;;;
CG-2014-MG768033-41681;TEC-CO-3597;21/12/2023;MG-768033;8,00;235.65456;294.5682;;;;
CA-2012-AM10360140-41187;OFF-BI-4376;28/08/2021;AM-103601402;1,00;1.2288;1.536;;;;
CA-2015-AM10360140-42341;OFF-BI-5939;14/06/2022;AM-103601404;2,00;10.4184;13.023;;;;
CA-2014-AM10360140-41837;OFF-ST-5595;18/01/2022;AM-103601402;7,00;12.408;15.51;;;;
IN-2014-JE1571527-41640;FUR-BO-5959;15/06/2020;JE-1571527;2,00;93.1392;116.424;;;;
ID-2015-SG2089059-42217;TEC-PH-3807;02/10/2021;SG-2089059;4,00;157.0176;196.272;;;;
ES-2012-CA12265139-41178;TEC-CO-3609;13/12/2023;CA-12265139;10,00;151.38;189.225;;;;
CA-2015-AM10360140-42153;OFF-PA-4782;19/12/2021;AM-103601406;5,00;4.624;5.78;;;;
ES-2012-MG1787514-41243;TEC-AC-3403;22/05/2023;MG-1787514;1,00;102.624;128.28;;;;
IN-2015-CD1192059-42326;TEC-CO-4590;07/05/2024;CD-1192059;7,00;122.1216;152.652;;;;
IN-2012-ES1408027-40941;FUR-BO-5798;06/03/2020;ES-1408027;8,00;36.36;45.45;;;;
MX-2012-LP1709528-41002;FUR-CH-4682;09/06/2022;LP-1709528;8,00;74.86296;93.5787;;;;
ID-2014-FC143357-41817;TEC-MA-5512;01/03/2022;FC-143357;10,00;64.0584;80.073;;;;
IN-2012-LR1703558-41195;TEC-MA-5548;04/05/2024;LR-1703558;3,00;165.6;207;;;;
IN-2013-SW2024558-41425;TEC-PH-5827;29/11/2024;SW-2024558;6,00;17.568;21.96;;;;
IN-2012-DG1330027-41133;FUR-TA-3418;18/12/2024;DG-1330027;9,00;158.7168;198.396;;;;
MX-2015-MA1756037-42266;TEC-CO-4766;02/10/2020;MA-1756037;5,00;175.4568;219.321;;;;
ID-2012-TS21160102-41207;FUR-CH-5442;25/10/2024;TS-21160102;2,00;272.97912;341.2239;;;;
IN-2014-BF1100527-41913;FUR-CH-5795;26/02/2020;BF-1100527;5,00;86.3424;107.928;;;;
IN-2013-JM1558027-41475;TEC-PH-5350;14/12/2020;JM-1558027;3,00;44.592;55.74;;;;
UP-2014-MD7860137-41810;FUR-CH-4530;18/04/2020;MD-7860137;7,00;113.0832;141.354;;;;
IN-2015-DV1304558-42329;OFF-ST-6263;11/08/2022;DV-1304558;1,00;49.0032;61.254;;;;
SA-2015-RE9450110-42168;TEC-PH-5267;19/11/2024;RE-9450110;4,00;437.0904;546.363;;;;
CA-2015-AM10360140-42341;OFF-PA-6415;11/06/2022;AM-103601404;2,00;3.4752;4.344;;;;
IN-2015-ME1732027-42364;TEC-MA-5007;05/07/2021;ME-1732027;8,00;206.23176;257.7897;;;;
CA-2014-AM10360140-41837;OFF-PA-6082;20/11/2023;AM-103601402;8,00;6.672;8.34;;;;
ES-2015-JB15400139-42116;FUR-BO-3635;18/09/2022;JB-15400139;8,00;74.1504;92.688;;;;
ES-2014-JC1534045-41803;OFF-AP-4501;14/07/2020;JC-1534045;2,00;159.8592;199.824;;;;
IT-2012-EM1396062-41265;TEC-AC-5894;22/01/2022;EM-1396062;2,00;61.524;76.905;;;;
IN-2012-MH1778559-41221;OFF-ST-6261;31/01/2024;MH-1778559;4,00;97.992;122.49;;;;
IN-2015-RF1984058-42273;FUR-CH-5413;15/10/2020;RF-1984058;8,00;70.1696;87.712;;;;
ES-2015-CV12805139-42251;TEC-PH-5340;21/12/2024;CV-12805139;9,00;49.4016;61.752;;;;
US-2013-AR1034518-41601;FUR-BO-5786;24/01/2021;AR-1034518;8,00;209.232;261.54;;;;
MX-2012-RD1993051-41237;FUR-BO-5761;17/12/2023;RD-1993051;1,00;222.09768;277.6221;;;;
CA-2015-AM10360140-42341;OFF-FA-6129;31/01/2023;AM-103601404;10,00;16.8832;21.104;;;;
IT-2015-KC16675139-42263;OFF-ST-4079;30/07/2024;KC-16675139;3,00;47.6136;59.517;;;;
IN-2014-PG1882027-41649;TEC-CO-5995;14/09/2024;PG-1882027;6,00;53.19808;66.4976;;;;
IN-2015-HD1478527-42240;TEC-CO-4568;07/10/2023;HD-1478527;2,00;83.519072;104.39884;;;;
IT-2014-VD21670139-41999;OFF-ST-5693;14/02/2023;VD-21670139;6,00;34.0992;42.624;;;;
IN-2014-VW2177527-41836;TEC-PH-5844;19/06/2024;VW-2177527;4,00;39.8496;49.812;;;;
MX-2013-DO1364512-41461;TEC-CO-3684;09/05/2024;DO-1364512;9,00;98.5608;123.201;;;;
CA-2015-AM10360140-42341;OFF-AR-5633;10/06/2022;AM-103601404;10,00;1.344;1.68;;;;
CA-2014-AA10375140-41958;TEC-AC-5098;18/11/2020;AA-103751408;3,00;199.992;249.99;;;;
CG-2013-SC1030533-41538;TEC-CO-3688;06/09/2020;SC-1030533;2,00;88.6452;110.8065;;;;
CA-2013-AA10375140-41307;TEC-AC-4938;12/09/2024;AA-103751402;3,00;31.9936;39.992;;;;
ES-2012-BT1148545-41177;OFF-AP-3865;04/05/2024;BT-1148545;3,00;89.1072;111.384;;;;
CA-2013-AA10375140-41307;FUR-FU-3836;16/01/2021;AA-103751402;7,00;11.36;14.2;;;;
ES-2015-VP21760139-42280;OFF-AP-4967;27/12/2022;VP-21760139;5,00;136.3896;170.487;;;;
CA-2015-AA10375140-42350;TEC-PH-3965;10/03/2021;AA-103751406;2,00;37.4336;46.792;;;;
CA-2013-AA10375140-41591;OFF-ST-5628;12/05/2020;AA-103751408;7,00;11.328;14.16;;;;
SG-2012-EB3975111-41107;OFF-ST-4266;03/02/2020;EB-3975111;3,00;91.2252;114.0315;;;;
US-2015-AA10375140-42255;OFF-PA-6461;18/10/2024;AA-103751406;5,00;12.7872;15.984;;;;
US-2015-AA10375140-42255;OFF-PA-3328;28/07/2021;AA-103751406;3,00;2.1632;2.704;;;;
MX-2012-JW1607582-40989;TEC-PH-5355;14/11/2024;JW-1607582;3,00;305.928;382.41;;;;
IN-2013-FG1426058-41509;TEC-CO-4593;02/03/2022;FG-1426058;3,00;91.2456;114.057;;;;
CA-2013-AA37523-41544;OFF-BI-3737;14/11/2023;AA-37523;1,00;1.4336;1.792;;;;
IN-2013-TS212057-41495;FUR-CH-5776;25/02/2022;TS-212057;9,00;148.3776;185.472;;;;
NI-2014-NS850595-41699;OFF-AP-4508;20/11/2022;NS-850595;10,00;389.1456;486.432;;;;
ID-2015-TT2146059-42185;TEC-CO-3678;29/01/2022;TT-2146059;3,00;84.064448;105.08056;;;;
IN-2013-SF2006527-41494;TEC-CO-4577;19/06/2021;SF-2006527;4,00;135.391872;169.23984;;;;
IN-2015-MM1792058-42325;OFF-AR-3525;02/06/2020;MM-1792058;6,00;12.8736;16.092;;;;
ES-2012-LT1711048-41248;TEC-PH-3147;02/06/2023;LT-1711048;4,00;178.164;222.705;;;;
ES-2013-RA19285120-41335;TEC-CO-3685;22/10/2020;RA-19285120;6,00;137.7648;172.206;;;;
IN-2013-JH1543092-41466;TEC-MA-5507;27/11/2024;JH-1543092;5,00;40.32;50.4;;;;
US-2015-NF1859582-42145;FUR-TA-3430;22/08/2024;NF-1859582;10,00;249.4368;311.796;;;;
MX-2015-CL1270018-42348;FUR-BO-4857;01/07/2023;CL-1270018;2,00;55.3152;69.144;;;;
ID-2014-KM1666059-41815;FUR-TA-3758;11/04/2022;KM-1666059;3,00;213.672;267.09;;;;
CA-2012-AA10375140-41205;OFF-BI-3306;12/04/2021;AA-103751404;1,00;11.424;14.28;;;;
ES-2012-BK1126048-41009;TEC-CO-3679;21/12/2021;BK-1126048;10,00;83.7696;104.712;;;;
CA-2014-AA10375140-41831;OFF-ST-6157;23/02/2024;AA-103751404;9,00;8.384;10.48;;;;
ES-2014-MB1730545-41759;FUR-BO-5799;16/06/2023;MB-1730545;3,00;35.6256;44.532;;;;
ES-2012-RD19585120-41215;OFF-AP-3571;08/02/2024;RD-19585120;2,00;72.4104;90.513;;;;
IN-2013-RD1990027-41598;OFF-ST-6033;17/10/2021;RD-1990027;4,00;30.9312;38.664;;;;
ES-2012-EM13960139-41152;TEC-MA-4199;29/03/2022;EM-13960139;6,00;123.288;154.11;;;;
ID-2015-TC211457-42343;FUR-CH-4701;21/01/2022;TC-211457;8,00;39.8736;49.842;;;;
MO-2013-AR82586-41362;OFF-AP-3874;26/04/2021;AR-82586;9,00;287.488;359.36;;;;
ES-2013-DL128658-41515;TEC-PH-3141;18/12/2024;DL-128658;7,00;31.3776;39.222;;;;
IN-2012-JK160907-41159;FUR-BO-4851;26/12/2022;JK-160907;6,00;131.76;164.7;;;;
ES-2012-TS21370139-40968;FUR-BO-5763;25/02/2024;TS-21370139;1,00;140.208;175.26;;;;
CA-2012-AA10375140-41019;OFF-BI-2938;15/10/2022;AA-103751404;3,00;3.304;4.13;;;;
IN-2012-FM142907-41174;TEC-MA-6142;14/01/2021;FM-142907;6,00;200.37528;250.4691;;;;
MX-2013-PC1874531-41580;FUR-FU-5727;29/11/2024;PC-1874531;6,00;17.5824;21.978;;;;
IN-2014-CR12580144-41871;TEC-PH-3145;11/11/2021;CR-12580144;10,00;43.7568;54.696;;;;
IN-2013-EB1384027-41418;FUR-BO-5966;01/06/2021;EB-1384027;1,00;206.448;258.06;;;;
IN-2014-BK1126011-41940;TEC-PH-3807;03/07/2020;BK-1126011;10,00;157.0176;196.272;;;;
ID-2013-GT1463597-41564;OFF-AP-4507;14/12/2020;GT-1463597;10,00;289.648;362.06;;;;
IN-2015-DB1361558-42333;FUR-CH-5443;20/06/2023;DB-1361558;7,00;150.2976;187.872;;;;
US-2015-RE1940536-42334;TEC-CO-4767;18/03/2024;RE-1940536;8,00;77.8656;97.332;;;;
ES-2015-DK1298548-42319;TEC-PH-3129;09/08/2024;DK-1298548;3,00;40.0752;50.094;;;;
CA-2014-AA10375140-41958;OFF-PA-6598;21/03/2020;AA-103751408;9,00;3.3792;4.224;;;;
IN-2012-TP21130144-41223;OFF-ST-6248;30/08/2024;TP-21130144;2,00;43.0752;53.844;;;;
MX-2013-SD2048531-41569;FUR-TA-3439;14/01/2023;SD-2048531;9,00;257.184;321.48;;;;
RS-2013-GW4605108-41625;TEC-MA-4203;12/01/2021;GW-4605108;4,00;25.4016;31.752;;;;
ES-2013-SP2092048-41510;TEC-PH-5839;24/02/2023;SP-2092048;7,00;204.48;255.6;;;;
SI-2015-SM10005115-42252;FUR-BO-5780;31/12/2022;SM-10005115;8,00;78.696;98.37;;;;
CA-2013-AA10375140-41402;OFF-AR-5299;05/09/2023;AA-103751404;6,00;2.624;3.28;;;;
MX-2015-CT1199528-42022;FUR-CH-4563;27/10/2022;CT-1199528;10,00;108.072;135.09;;;;
UP-2015-JC5775137-42305;OFF-ST-5700;02/08/2024;JC-5775137;7,00;93.1128;116.391;;;;
IN-2015-MS175307-42290;TEC-CO-4773;18/11/2022;MS-175307;10,00;72.3312;90.414;;;;
MX-2014-JH1598551-41816;FUR-TA-4711;22/07/2020;JH-1598551;9,00;85.248;106.56;;;;
ML-2014-ND846079-41866;FUR-CH-5443;13/09/2021;ND-846079;8,00;150.2976;187.872;;;;
CA-2015-AA10375140-42350;OFF-PA-6445;01/07/2024;AA-103751406;7,00;3.8272;4.784;;;;
CA-2014-AA10375140-41958;OFF-BI-2937;20/09/2020;AA-103751408;2,00;0.9912;1.239;;;;
IN-2014-SS2014027-41929;FUR-BO-4866;08/09/2022;SS-2014027;10,00;39.6576;49.572;;;;
MX-2015-KT16465141-42301;FUR-TA-3346;20/09/2024;KT-16465141;5,00;362.832;453.54;;;;
ID-2014-BG1103527-41781;FUR-FU-4065;30/03/2024;BG-1103527;6,00;24.8128;31.016;;;;
IN-2014-CC1214559-41872;TEC-PH-5813;09/07/2020;CC-1214559;8,00;40.3488;50.436;;;;
IN-2015-DO1343558-42141;OFF-AP-3873;17/11/2022;DO-1343558;10,00;258.3792;322.974;;;;
CA-2015-AA10375140-42350;OFF-BI-3823;11/07/2022;AA-103751406;3,00;4.4856;5.607;;;;
ES-2012-BV11245139-41061;OFF-AP-4965;01/02/2021;BV-11245139;5,00;304.08;380.1;;;;
ID-2012-MG1768058-41219;TEC-PH-5248;05/04/2024;MG-1768058;9,00;41.6304;52.038;;;;
CA-2012-AG10390140-41017;OFF-BI-4344;23/05/2022;AG-103901408;7,00;3.096;3.87;;;;
MX-2015-VP2173082-42297;TEC-MA-6147;13/04/2024;VP-2173082;5,00;153.774;192.2175;;;;
UP-2015-DM2955137-42150;FUR-CH-5808;27/06/2022;DM-2955137;10,00;102.114;127.6425;;;;
MX-2013-ON1871582-41627;FUR-BO-3626;20/08/2024;ON-1871582;7,00;99.3672;124.209;;;;
UP-2013-PJ9015137-41353;OFF-ST-6283;02/09/2020;PJ-9015137;1,00;17.3568;21.696;;;;
IN-2012-TP21130144-41223;TEC-AC-5134;06/04/2023;TP-21130144;7,00;39.5712;49.464;;;;
IN-2012-DH1367558-41233;TEC-PH-3806;20/02/2024;DH-1367558;9,00;208.8576;261.072;;;;
IR-2014-JH582060-41811;TEC-PH-5841;29/01/2020;JH-582060;2,00;203.5968;254.496;;;;
IN-2012-GT1471058-41158;TEC-PH-5271;20/09/2024;GT-1471058;9,00;41.9424;52.428;;;;
IT-2015-ME1801045-42222;FUR-TA-3351;10/01/2022;ME-1801045;2,00;200.604;250.755;;;;
IN-2013-BF1117027-41353;FUR-BO-4848;04/04/2021;BF-1117027;8,00;305.94024;382.4253;;;;
IN-2014-EM139607-41895;FUR-BO-5771;20/10/2021;EM-139607;7,00;71.7408;89.676;;;;
ES-2014-LC1714064-41840;FUR-CH-5380;10/08/2024;LC-1714064;9,00;196.352;245.44;;;;
ES-2013-DB1306045-41622;TEC-CO-5996;18/01/2020;DB-1306045;9,00;53.77216;67.2152;;;;
ES-2014-ML1826548-41787;FUR-TA-3441;07/07/2024;ML-1826548;8,00;424.944;531.18;;;;
MX-2013-CR1273082-41447;FUR-TA-5071;08/02/2024;CR-1273082;8,00;75.1392;93.924;;;;
MX-2014-BS1138026-41985;TEC-CO-5991;25/05/2023;BS-1138026;10,00;95.76;119.7;;;;
MX-2015-NG1843018-42298;FUR-FU-6253;30/08/2020;NG-1843018;7,00;61.5888;76.986;;;;
CA-2012-AG10390140-41017;OFF-PA-6597;24/02/2024;AG-103901408;9,00;4.1472;5.184;;;;
IN-2013-AH106907-41636;FUR-CH-5774;09/03/2020;AH-106907;7,00;275.4;344.25;;;;
MX-2013-TS2134082-41566;FUR-CH-4532;29/03/2021;TS-2134082;10,00;152.2752;190.344;;;;
ID-2012-EH14125102-41097;TEC-MA-5548;13/04/2023;EH-14125102;9,00;165.6;207;;;;
IN-2014-EH1376527-41855;FUR-BO-3897;23/11/2022;EH-1376527;1,00;90.032;112.54;;;;
MX-2015-RD1966082-42038;TEC-PH-5358;09/05/2020;RD-1966082;8,00;29.8656;37.332;;;;
MA-2015-CD198077-42363;TEC-CO-3710;20/01/2020;CD-198077;4,00;121.1712;151.464;;;;
AG-2015-CL25653-42164;OFF-AP-4963;18/12/2022;CL-25653;2,00;126.2592;157.824;;;;
MX-2013-JK1609082-41399;FUR-CH-5378;29/08/2022;JK-1609082;6,00;110.5056;138.132;;;;
ID-2013-SC2080059-41380;FUR-TA-3431;24/12/2020;SC-2080059;5,00;220.0576;275.072;;;;
ES-2012-SC2080045-41138;TEC-CO-4569;13/02/2020;SC-2080045;8,00;105.468;131.835;;;;
MX-2014-JK1562526-41962;FUR-CH-4531;07/10/2023;JK-1562526;9,00;113.6664;142.083;;;;
RS-2014-MO7800108-41808;OFF-ST-4268;13/06/2024;MO-7800108;4,00;82.944;103.68;;;;
IT-2014-CA1226545-41798;FUR-TA-3435;23/09/2021;CA-1226545;8,00;142.96008;178.7001;;;;
ID-2014-FM1421559-41651;FUR-TA-3779;06/02/2020;FM-1421559;8,00;76.8144;96.018;;;;
ES-2013-ND18370139-41318;TEC-CO-6006;23/08/2020;ND-18370139;3,00;50.918784;63.64848;;;;
EG-2015-CR258038-42335;FUR-TA-4705;11/12/2021;CR-258038;10,00;174.1428;217.6785;;;;
ES-2015-SM20320139-42190;TEC-PH-5269;31/07/2024;SM-20320139;10,00;180.7512;225.939;;;;
AJ-2012-TC109809-41067;FUR-CH-4654;01/07/2020;TC-109809;8,00;145.5072;181.884;;;;
IN-2014-GM1468027-41849;TEC-PH-5843;08/02/2023;GM-1468027;1,00;40.3488;50.436;;;;
IN-2014-BP112307-41655;TEC-AC-5872;12/02/2023;BP-112307;8,00;53.9568;67.446;;;;
MZ-2014-TT1126587-41742;OFF-AP-3873;19/11/2021;TT-1126587;8,00;258.3792;322.974;;;;
IN-2014-BF110807-41976;OFF-AP-3864;18/06/2022;BF-110807;2,00;59.2832;74.104;;;;
CA-2012-AG10390140-41154;OFF-LA-3236;12/12/2022;AG-103901406;4,00;1.8432;2.304;;;;
ID-2013-JB159257-41527;OFF-AP-4964;02/10/2020;JB-159257;9,00;182.2656;227.832;;;;
IN-2012-SB20290144-41087;OFF-AP-4505;27/09/2024;SB-20290144;2,00;115.5776;144.472;;;;
MX-2013-GD1459082-41506;TEC-CO-3707;13/03/2023;GD-1459082;10,00;91.224;114.03;;;;
UP-2012-RD9900137-40968;TEC-AC-5135;14/02/2020;RD-9900137;1,00;98.052;122.565;;;;
IN-2013-ML1804059-41513;TEC-CO-5996;11/06/2023;ML-1804059;4,00;53.77216;67.2152;;;;
CA-2014-AG10390140-41964;OFF-BI-3308;14/08/2021;AG-103901406;3,00;12.824;16.03;;;;
CA-2014-AG10390140-41964;OFF-PA-6083;26/09/2020;AG-103901406;3,00;5.232;6.54;;;;
ES-2013-CH1207045-41598;TEC-AC-5226;11/06/2024;CH-1207045;1,00;118.2816;147.852;;;;
IN-2015-RS1976592-42202;TEC-CO-3687;23/12/2022;RS-1976592;6,00;76.3272;95.409;;;;
IT-2015-JF1535545-42126;OFF-ST-6049;20/07/2023;JF-1535545;6,00;63.1968;78.996;;;;
MX-2012-LT1676593-40931;FUR-BO-3890;11/04/2024;LT-1676593;7,00;208.29312;260.3664;;;;
CA-2015-AG10390140-42255;FUR-FU-3830;01/02/2023;AG-103901404;1,00;3.1616;3.952;;;;
CA-2014-AG10390140-41964;OFF-BI-2880;07/02/2024;AG-103901406;9,00;0.7008;0.876;;;;
CA-2014-AG10390140-41975;OFF-AR-5323;26/11/2024;AG-103901408;6,00;2.352;2.94;;;;
ES-2015-FA14230139-42223;FUR-BO-5941;16/02/2024;FA-14230139;5,00;72.192;90.24;;;;
MX-2012-GT1471039-40975;FUR-CH-4532;23/11/2020;GT-1471039;9,00;152.2752;190.344;;;;
US-2015-AR10405140-42244;FUR-TA-5421;16/06/2022;AR-104051406;1,00;243.008;303.76;;;;
IT-2015-KB1640562-42274;TEC-CO-5995;22/03/2022;KB-1640562;3,00;53.19808;66.4976;;;;
IN-2013-ST2053059-41430;TEC-CO-4578;10/08/2021;ST-2053059;9,00;102.3744;127.968;;;;
MX-2013-DK1337582-41530;TEC-AC-5224;27/04/2020;DK-1337582;7,00;58.5648;73.206;;;;
IS-2014-AS13563-41923;OFF-ST-6264;13/07/2020;AS-13563;3,00;48.7728;60.966;;;;
IN-2012-SP2062011-41262;FUR-CH-5378;10/05/2024;SP-2062011;10,00;110.5056;138.132;;;;
IN-2013-EC1405058-41605;TEC-AC-4186;28/03/2024;EC-1405058;6,00;54.6432;68.304;;;;
EG-2012-IG508538-41109;TEC-PH-5270;27/03/2021;IG-508538;2,00;90.1884;112.7355;;;;
ID-2012-TB2117559-41132;TEC-CO-3685;07/07/2023;TB-2117559;5,00;137.7648;172.206;;;;
MX-2015-TB2135518-42270;FUR-BO-5798;07/06/2022;TB-2135518;2,00;36.36;45.45;;;;
ID-2015-MC176357-42132;TEC-AC-5226;10/12/2022;MC-176357;10,00;118.2816;147.852;;;;
CA-2013-AR10405140-41486;TEC-AC-5237;03/10/2021;AR-104051408;6,00;25.568;31.96;;;;
MX-2015-GT1475582-42157;FUR-TA-3346;11/06/2021;GT-1475582;2,00;362.832;453.54;;;;
CA-2012-AR10405140-41184;FUR-TA-3426;14/10/2020;AR-104051404;4,00;100.4024;125.503;;;;
IT-2012-DF13135139-41213;TEC-CO-3598;12/06/2022;DF-13135139;4,00;101.593024;126.99128;;;;
CA-2015-AR10405140-42175;TEC-AC-6072;07/06/2020;AR-104051406;2,00;8.2496;10.312;;;;
IT-2014-MF18250139-41646;OFF-ST-6046;09/08/2024;MF-18250139;9,00;47.6208;59.526;;;;
ES-2014-JF1535545-41804;FUR-CH-5446;18/01/2021;JF-1535545;6,00;45.888;57.36;;;;
IN-2013-CS1249027-41360;FUR-BO-5763;01/10/2020;CS-1249027;8,00;140.208;175.26;;;;
ID-2014-MY182957-41640;TEC-AC-5122;11/12/2022;MY-182957;8,00;32.3808;40.476;;;;
ES-2015-RD1948048-42140;OFF-AP-4735;14/02/2022;RD-1948048;5,00;378.4968;473.121;;;;
ES-2013-SS2041045-41501;FUR-CH-5441;10/02/2021;SS-2041045;10,00;112.7808;140.976;;;;
EN-2013-AS24042-41422;FUR-BO-3640;17/01/2023;AS-24042;2,00;156.5184;195.648;;;;
ZA-2012-PG8820146-40927;OFF-AR-3494;14/01/2022;PG-8820146;8,00;9.552;11.94;;;;
CM-2015-JS603022-42151;OFF-AP-3574;08/07/2022;JS-603022;1,00;124.5024;155.628;;;;
MX-2014-SS2059031-41977;TEC-PH-5356;17/09/2023;SS-2059031;6,00;204.4512;255.564;;;;
IZ-2013-CS249061-41295;OFF-AP-4507;29/11/2023;CS-249061;6,00;289.648;362.06;;;;
ES-2015-CS1195096-42324;FUR-BO-3894;24/06/2024;CS-1195096;10,00;62.79336;78.4917;;;;
RO-2012-CM2715107-41059;TEC-PH-5336;16/05/2024;CM-2715107;7,00;89.616;112.02;;;;
IN-2012-TB213557-41066;TEC-PH-5812;25/02/2021;TB-213557;1,00;54.2976;67.872;;;;
UP-2015-BM1140137-42119;TEC-CO-4775;31/03/2021;BM-1140137;1,00;71.5536;89.442;;;;
ID-2013-HG1502597-41579;TEC-CO-3610;07/06/2021;HG-1502597;3,00;120.6432;150.804;;;;
ES-2012-RD1972045-41265;OFF-ST-4258;14/02/2023;RD-1972045;5,00;33.0696;41.337;;;;
MX-2013-HF1499518-41423;FUR-CH-4562;03/02/2022;HF-1499518;7,00;42.6456;53.307;;;;
ES-2014-ME1801045-41959;FUR-FU-4034;07/04/2020;ME-1801045;6,00;13.5648;16.956;;;;
IT-2013-LL1684045-41634;TEC-AC-5226;04/05/2023;LL-1684045;6,00;118.2816;147.852;;;;
ID-2014-CM1211558-41768;FUR-CH-5449;22/01/2021;CM-1211558;7,00;30.5408;38.176;;;;
CA-2012-AR10405140-41184;FUR-CH-4403;23/06/2020;AR-104051404;8,00;28.5488;35.686;;;;
LY-2013-EB370574-41409;FUR-BO-4850;21/07/2024;EB-370574;8,00;132.192;165.24;;;;
IN-2014-RH19555102-41858;TEC-MA-5512;22/07/2023;RH-19555102;9,00;64.0584;80.073;;;;
SF-2012-JH5820117-40949;TEC-PH-3791;11/01/2021;JH-5820117;6,00;43.0704;53.838;;;;
IN-2012-SP2062011-41262;TEC-CO-3684;04/09/2020;SP-2062011;5,00;98.5608;123.201;;;;
IN-2015-JL1523527-42322;TEC-MA-5008;06/11/2023;JL-1523527;3,00;75.2256;94.032;;;;
ES-2014-PK1891048-41944;OFF-ST-5703;25/06/2020;PK-1891048;1,00;67.4208;84.276;;;;
CA-2015-AR10405140-42175;OFF-PA-6498;05/11/2020;AR-104051406;5,00;39.128;48.91;;;;
CA-2015-AR10405140-42145;OFF-BI-6098;10/01/2024;AR-104051402;3,00;3.3024;4.128;;;;
CA-2012-AC10420140-41101;FUR-TA-4622;17/11/2023;AC-104201404;6,00;116.392;145.49;;;;
ES-2013-RA1994564-41584;OFF-AP-3866;09/03/2024;RA-1994564;5,00;134.0208;167.526;;;;
IN-2014-BS1138027-41759;FUR-CH-4654;02/02/2022;BS-1138027;9,00;145.5072;181.884;;;;
RS-2015-CC2370108-42178;FUR-BO-5780;24/01/2024;CC-2370108;6,00;78.696;98.37;;;;
SA-2013-JP6135110-41439;FUR-TA-3349;18/07/2021;JP-6135110;7,00;213.26352;266.5794;;;;
ES-2015-LW16825139-42218;TEC-MA-5007;12/05/2023;LW-16825139;2,00;206.23176;257.7897;;;;
IN-2012-BM1157527-41153;FUR-TA-4644;09/03/2021;BM-1157527;9,00;276.8808;346.101;;;;
MX-2013-SH1997582-41454;FUR-BO-3646;04/08/2023;SH-1997582;10,00;49.404;61.755;;;;
IN-2015-JB1592527-42360;TEC-MA-5016;09/07/2022;JB-1592527;2,00;63.9;79.875;;;;
US-2013-AG1033082-41549;FUR-CH-5776;21/07/2022;AG-1033082;1,00;148.3776;185.472;;;;
IN-2015-MS175307-42290;TEC-CO-4791;01/12/2021;MS-175307;9,00;143.364;179.205;;;;
US-2015-AC10420140-42137;OFF-ST-4245;28/09/2021;AC-104201402;5,00;25.584;31.98;;;;
IN-2012-JR156707-40975;TEC-PH-3146;28/09/2020;JR-156707;1,00;43.728;54.66;;;;
CA-2014-AC10420140-41693;OFF-EN-5668;07/11/2021;AC-104201406;9,00;19.192;23.99;;;;
US-2015-AC10420140-42137;OFF-BI-6392;26/02/2024;AC-104201402;7,00;34.24;42.8;;;;
IN-2015-PP1895566-42315;TEC-AC-5224;06/01/2023;PP-1895566;2,00;58.5648;73.206;;;;
IT-2012-RA19285120-41256;TEC-CO-5991;21/07/2024;RA-19285120;10,00;95.76;119.7;;;;
IT-2015-CA1196548-42195;TEC-MA-5012;29/03/2023;CA-1196548;2,00;20.304;25.38;;;;
IS-2015-PB921063-42062;TEC-CO-4774;16/05/2023;PB-921063;9,00;203.7144;254.643;;;;
CA-2012-AC10420140-41101;OFF-BI-6321;22/10/2023;AC-104201404;4,00;0.7712;0.964;;;;
IN-2015-MC17575130-42278;FUR-BO-5787;14/10/2020;MC-17575130;2,00;166.8864;208.608;;;;
ES-2013-AS10225139-41425;TEC-PH-5841;24/03/2023;AS-10225139;5,00;203.5968;254.496;;;;
IN-2013-BS1175592-41591;FUR-TA-3437;10/03/2022;BS-1175592;7,00;141.888;177.36;;;;
ID-2013-BE1141059-41496;FUR-BO-3904;03/01/2020;BE-1141059;3,00;77.312;96.64;;;;
ES-2014-JC15385139-41960;TEC-PH-5354;14/06/2024;JC-15385139;2,00;381.69;477.1125;;;;
CA-2015-AT10435140-42348;FUR-TA-3410;26/09/2020;AT-104351404;10,00;99.592;124.49;;;;
